,,answer_predicate,answer_predicate,answer_predicate,z,z,z,evidence,evidence,evidence,reason,reason,reason
HW_LO_133,x-pro-z,yes,yes,yes,build basic and balanced knowledge,build basic and balanced knowledge for young students,build basic and balanced knowledge for young students,[],[],[],,,
HW_LO_133,x-sup-z,yes,yes,yes,knowledge and skills from active learning are unbalanced and prejudiced,knowledge and skills from active learning are unbalanced and prejudiced,knowledge and skills from active learning are unbalanced and prejudiced,[],[],[],,,
HW_LO_133,y-pro-opposite-z,no,yes,no,,give balanced knowledge to students,,[],[],[],,,
HW_LO_133,y-sup-same-z,no,yes,no,,knowledge and skills from active learning are unbalanced and prejudiced,,[],[],[],,,
HW_LO_136,ack-c,no,no,no,,,,[],[],[],Not mentioned,,
HW_LO_136,ano-z,no,no,no,,,,[],[],[],,,
HW_LO_136,deny-c,no,yes,yes,,,,[],[9],"[8, 9]",,,Assuming 'studying on their initiative' is the CA's way of saying 'active' in regards to the original IA logic.
HW_LO_136,miti,no,no,yes,,,students study based on their initiative,[],[],[],,,
HW_LO_136,no-evi,no,no,no,,,,[],[],[],,,
HW_LO_136,no-need-address,no,no,no,,,,[],[],[],,,
HW_LO_136,reverse-c,no,yes,no,,,,[],[9],[],,,
HW_LO_136,trans1,no,no,no,,,,[],[],[],,,
HW_LO_136,trans2,no,yes,yes,,let them find out their own potential interest and happiness,coerce them into studying,[],[],[],,,
HW_LO_136,x-pro-z,yes,yes,yes,find out their own potential interest and happiness,potential interest and happiness,let them find out their own potential interest and happiness,[],[],[],,,
HW_LO_136,x-sup-z,no,yes,yes,,give up studying them and happiness without knowing that.,"harmful, rather than beneficial for their future happiness",[],[],[],,,
HW_LO_136,y-pro-opposite-z,no,no,no,,,,[],[],[],,,
HW_LO_136,y-sup-same-z,no,no,no,,,,[],[],[],,,
HW_LO_145,ack-c,yes,yes,no,,,,[2],[2],[],,not always --> it does sometimes,CA doesn't talk about passive in character.
HW_LO_145,ano-z,no,no,no,,,,[],[],[],,,CA doesn't talk about passive in character.
HW_LO_145,deny-c,yes,yes,no,,,,[2],"[1, 2, 3, 4, 5]",[],,,CA doesn't talk about passive in character.
HW_LO_145,miti,yes,no,no,done on an individual basis by individual students,,,[],[],[],"When ""individuality"" is interpreted as including the concepts of passivity and proactivity",,CA doesn't talk about passive in character.
HW_LO_145,no-evi,no,no,no,,,,[],[],[],,,CA doesn't talk about passive in character.
HW_LO_145,no-need-address,no,no,no,,,,[],[],[],,,CA doesn't talk about passive in character.
HW_LO_145,reverse-c,no,yes,no,,,,[],"[1, 2, 3, 4, 5]",[],,,CA doesn't talk about passive in character.
HW_LO_145,trans1,no,no,no,,,,[],[],[],,,
HW_LO_145,trans2,no,yes,no,,individuality,,[],[],[],,,
HW_LO_145,x-pro-z,yes,yes,yes,can see students characters,individuality,individuality of the student is not lost,[],[],[],,,
HW_LO_145,x-sup-z,no,no,yes,,,lose students character,[],[],[],,,
HW_LO_145,y-pro-opposite-z,no,no,no,,,,[],[],[],,,CA doesn't talk about passive in character.
HW_LO_145,y-sup-same-z,no,no,no,,,,[],[],[],,,CA doesn't talk about passive in character.
HW_LO_146,ack-c,no,no,no,,,,[],[],[],Not mentioned,,
HW_LO_146,ano-z,no,no,no,,,,[],[],[],,,
HW_LO_146,deny-c,no,no,no,,,,[],[],[],,,
HW_LO_146,miti,no,no,no,,,,[],[],[],,,
HW_LO_146,no-evi,no,no,no,,,,[],[],[],,CA argues that IA doesn't provide evidence as to why we should prioritize being active over learning subjects but not why HW promotes being passive in character,
HW_LO_146,no-need-address,no,no,no,,,,[],[],[],"The first sentence can also be interpreted as ""Yes.""",,
HW_LO_146,reverse-c,no,no,no,,,,[],[],[],,,
HW_LO_146,trans1,no,no,no,,,,[],[],[],,,
HW_LO_146,trans2,no,no,no,,,,[],[],[],,,
HW_LO_146,x-pro-z,yes,yes,no,make their own career path like entering higher education institution or getting a job,make their own career path,,[],[],[],,,
HW_LO_146,x-sup-z,no,no,no,,,,[],[],[],,,
HW_LO_146,y-pro-opposite-z,no,no,no,,,,[],[],[],,,
HW_LO_146,y-sup-same-z,no,no,no,,,,[],[],[],,,
HW_LO_148,ack-c,no,no,no,,,,[],[],[],,,CA doesn't talk about passive in character.
HW_LO_148,ano-z,no,no,no,,,,[],[],[],,,CA doesn't talk about passive in character.
HW_LO_148,deny-c,no,yes,no,,,,[],"[1, 2, 3, 4, 5, 6]",[],,,CA doesn't talk about passive in character.
HW_LO_148,miti,no,no,no,,,,[],[],[],,,CA doesn't talk about passive in character.
HW_LO_148,no-evi,no,no,no,,,,[],[],[],,,CA doesn't talk about passive in character.
HW_LO_148,no-need-address,no,no,no,,,,[],[],[],,,CA doesn't talk about passive in character.
HW_LO_148,reverse-c,yes,yes,no,,,,[6],"[1, 2, 3, 4, 5, 6]",[],"When ""student character"" and ""passive in character"" refer to opposing concepts.",,CA doesn't talk about passive in character.
HW_LO_148,trans1,no,no,no,,,,[],[],[],,,
HW_LO_148,trans2,yes,yes,no,make decisions about what to do now and what not to do,allows students to make decisions about what to do now and what not to do,,[],[],[],,,
HW_LO_148,x-pro-z,yes,yes,yes,"make decisions about what to do now and what not to do, students characters",allows students to make decisions about what to do now and what not to do,llows students to make decisions about what to do now and what not to do,[],[],[],,,
HW_LO_148,x-sup-z,no,no,yes,,,lose the opportunity to even do it,[],[],[],,,
HW_LO_148,y-pro-opposite-z,no,no,no,,,,[],[],[],,,CA doesn't talk about passive in character.
HW_LO_148,y-sup-same-z,no,no,no,,,,[],[],[],,,CA doesn't talk about passive in character.
HW_LO_150,ack-c,no,no,yes,,,,[],[],[1],Not mentioned,CA: abolishing HW doesn't promote being active in character,'often not true' implies some possibility.
HW_LO_150,ano-z,no,no,no,,,,[],[],[],,,
HW_LO_150,deny-c,no,no,yes,,,,[],[],[1],,,The CA mainly wants to say this.
HW_LO_150,miti,no,no,no,,,,[],[],[],,,
HW_LO_150,no-evi,no,no,no,,,,[],[],[],,,
HW_LO_150,no-need-address,no,no,no,,,,[],[],[],,,
HW_LO_150,reverse-c,no,no,no,,,,[],[],[],,,
HW_LO_150,trans1,no,no,no,,,,[],[],[],,,
HW_LO_150,trans2,no,no,no,,,,[],[],[],,,
HW_LO_150,x-pro-z,yes,yes,no,learn something new,study or learn something new,,[],[],[],,,
HW_LO_150,x-sup-z,no,no,no,,,,[],[],[],,,
HW_LO_150,y-pro-opposite-z,no,no,no,,,,[],[],[],,,
HW_LO_150,y-sup-same-z,no,no,no,,,,[],[],[],,,
HW_LO_154,ack-c,no,no,no,,,,[],[],[],,,
HW_LO_154,ano-z,no,no,no,,,,[],[],[],,,
HW_LO_154,deny-c,no,yes,no,,,,[],[4],[],,,Sounds more like 'active' opposed to 'passive'
HW_LO_154,miti,no,no,no,,,,[],[],[],,,
HW_LO_154,no-evi,no,no,no,,,,[],[],[],,,
HW_LO_154,no-need-address,no,no,no,,,,[],[],[],,,
HW_LO_154,reverse-c,yes,yes,no,,,,"[4, 5]",[4],[],,"when students do HW despite the lure of TV, games, etc, they practice active learning abilities",
HW_LO_154,trans1,no,no,no,,,,[],[],[],,,
HW_LO_154,trans2,yes,yes,no,"learning the vital life skills of self-discipline, prioritizing and work-life balance","self-discipline, prioritizing",,[],[],[],,,
HW_LO_154,x-pro-z,yes,yes,yes,"practicing resourcefulness, skills of self-discipline, prioritizing and work-life balanc","learning the vital life skills of self-discipline, prioritizing and work-life balance","learning the vital life skills of self-discipline, prioritizing and work-life balance",[],[],[],,,
HW_LO_154,x-sup-z,no,no,no,,,,[],[],[],,,
HW_LO_154,y-pro-opposite-z,no,no,no,,,,[],[],[],,,
HW_LO_154,y-sup-same-z,no,no,no,,,,[],[],[],,,
HW_LO_159,ack-c,no,no,no,,,,[],[],[],,,
HW_LO_159,ano-z,no,no,yes,,,physical presence and real-time help of the teacher,[],[],[],,,
HW_LO_159,deny-c,no,yes,yes,,,,[],"[1, 2, 3, 4, 5, 6]","[4, 5, 6]",,,
HW_LO_159,miti,no,no,no,,,,[],[],[],,,
HW_LO_159,no-evi,no,no,no,,,,[],[],[],,,
HW_LO_159,no-need-address,no,no,yes,,,,[],[],"[4, 5, 6]",,,
HW_LO_159,reverse-c,yes,yes,no,,,,[1],"[1, 2, 3, 4, 5, 6]",[],,,
HW_LO_159,trans1,no,no,yes,,,physical presence and real-time help of the teacher,[],[],[],,,
HW_LO_159,trans2,yes,yes,yes,independence and self-discipline,work on their own initiative,independence and self-discipline,[],[],[],,,
HW_LO_159,x-pro-z,no,yes,yes,,independence and self-discipline,independence and self-discipline,[],[],[],,,
HW_LO_159,x-sup-z,no,yes,yes,,distractions competing for their attention,physical presence and real-time help of the teacher,[],[],[],,,"Sentiment feels implied, but basing it off the previous sentence."
HW_LO_159,y-pro-opposite-z,no,no,no,,,,[],[],[],,,
HW_LO_159,y-sup-same-z,no,no,no,,,,[],[],[],,,
HW_LO_167,ack-c,no,no,no,,,,[],[],[],,,
HW_LO_167,ano-z,no,no,yes,,,classroom studying,[],[],[],,,
HW_LO_167,deny-c,no,yes,yes,,,,[],"[1, 2, 3, 4, 5]","[3, 4, 5]",,,
HW_LO_167,miti,no,no,no,,,,[],[],[],,,
HW_LO_167,no-evi,no,no,no,,,,[],[],[],,,
HW_LO_167,no-need-address,no,no,no,,,,[],[],[],,,
HW_LO_167,reverse-c,yes,yes,no,,,,[1],"[1, 2, 3, 4, 5]",[],,,
HW_LO_167,trans1,no,no,yes,,,passive one the student generally takes in the classroom,[],[],[],,,
HW_LO_167,trans2,yes,yes,yes,a role similar to a project manager,students play a more active role,a more active role,[],[],[],,,
HW_LO_167,x-pro-z,no,yes,yes,,students play a more active role,student fulfills a role similar to a project manager,[],[],[],,,
HW_LO_167,x-sup-z,no,no,yes,,,passive one the student generally takes in the classroom,[],[],[],,,
HW_LO_167,y-pro-opposite-z,no,no,no,,,,[],[],[],,,
HW_LO_167,y-sup-same-z,no,no,no,,,,[],[],[],,,
HW_LO_173,ack-c,no,no,yes,,,,[],[],[1],,,'Just as likely'
HW_LO_173,ano-z,no,yes,yes,,nothing disturbs a child's world,kids don't have anything to rebel against or resist,[],[],[],,,
HW_LO_173,deny-c,no,yes,yes,,,,[],"[1, 2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",,,
HW_LO_173,miti,no,no,no,,,,[],[],[],,,
HW_LO_173,no-evi,no,no,no,,,,[],[],[],,,
HW_LO_173,no-need-address,no,no,yes,,,,[],[],"[1, 2, 3, 4, 5, 6]",,,
HW_LO_173,reverse-c,yes,yes,no,,,,"[2, 4]","[1, 2, 3, 4, 5, 6]",[],,,
HW_LO_173,trans1,no,yes,yes,,kids don't have anything to rebel against or resist,kids don't have anything to rebel against or resist,[],[],[],,,
HW_LO_173,trans2,yes,yes,yes,feel resentment,feel resentment and to take up arms,helps create a generation that is more likely to feel resentment and to take up arms,[],[],[],,,
HW_LO_173,x-pro-z,no,yes,yes,,create a generation that is more likely to feel resentment and to take up arms,helps create a generation that is more likely to feel resentment and to take up arms,[],[],[],,,'Whether that's a good or bad thing is debatable'. Marking as 'good' as it uses the term 'helps'
HW_LO_173,x-sup-z,no,no,yes,,,kids don't have anything to rebel against or resist,[],[],[],,,
HW_LO_173,y-pro-opposite-z,no,no,no,,,,[],[],[],,,
HW_LO_173,y-sup-same-z,no,no,no,,,,[],[],[],,,
HW_LO_176,ack-c,no,yes,no,,,,[],"[0, 1]",[],Not mentioned,,
HW_LO_176,ano-z,no,no,no,,,,[],[],[],,,
HW_LO_176,deny-c,no,no,yes,,,,[],[],"[3, 4]",,,Active
HW_LO_176,miti,no,no,no,,,,[],[],[],,,
HW_LO_176,no-evi,no,no,no,,,,[],[],[],,,
HW_LO_176,no-need-address,no,no,no,,,,[],[],[],,,
HW_LO_176,reverse-c,no,no,no,,,,[],[],[],,,
HW_LO_176,trans1,no,no,no,,,,[],[],[],,,
HW_LO_176,trans2,no,no,yes,,,help with the discipline,[],[],[],,,
HW_LO_176,x-pro-z,yes,yes,yes,discipline to make sure they are always honing in on improving their skills they learned in class,help with the discipline to make sure they are always honing in on improving their skills they learned in class,help with the discipline,[],[],[],,,
HW_LO_176,x-sup-z,yes,yes,yes,confused on what to focus on in order to improve my skills and prepare for tests in the future,confused on what to focus on in order to improve my skills and prepare for tests,confused on what to focus on in order to improve my skills and prepare for tests in the future,[],[],[],,,
HW_LO_176,y-pro-opposite-z,no,no,no,,,,[],[],[],,,
HW_LO_176,y-sup-same-z,no,no,no,,,,[],[],[],,,
HW_LO_177,ack-c,no,no,no,,,,[],[],[],,,
HW_LO_177,ano-z,no,yes,yes,,Doing away with homework,Doing away with homework ,[],[],[],,Doing away with homework suppresses taking initiatives,
HW_LO_177,deny-c,no,yes,yes,,,,[],"[4, 5]","[4, 5]",,,
HW_LO_177,miti,no,no,no,,,,[],[],[],,,
HW_LO_177,no-evi,no,no,no,,,,[],[],[],,,
HW_LO_177,no-need-address,no,no,no,,,,[],[],[],,,
HW_LO_177,reverse-c,yes,yes,no,,,,"[4, 5]","[4, 5]",[],,HW promotes taking initiatives,
HW_LO_177,trans1,no,no,yes,,,kids will nonetheless take the initiative to learn and study,[],[],[],,,
HW_LO_177,trans2,yes,yes,yes,initiative,a chance to practice and acquire the life skill of taking initiative,gives kids a chance to practice and acquire the life skill of taking initiative,[],[],[],,,
HW_LO_177,x-pro-z,yes,yes,yes,learning opportunities,a chance to practice and acquire the life skill of taking initiative,gives kids a chance to practice and acquire the life skill of taking initiative,[],[],[],,,
HW_LO_177,x-sup-z,yes,yes,yes,failing grade or lost privilege,take it upon themselves,failing grade or lost privilege,[],[],[],,,"Failing to do so, meaning that if they don't do homework, they get the failing grade, so if they do homework, they suppress it."
HW_LO_177,y-pro-opposite-z,no,no,no,,,,[],[],[],,,
HW_LO_177,y-sup-same-z,no,no,no,,,,[],[],[],,,
HW_LO_179,ack-c,no,no,no,,,,[],[],[],,,
HW_LO_179,ano-z,no,no,no,,,,[],[],[],,,
HW_LO_179,deny-c,no,yes,yes,,,,[],"[1, 2, 3, 4, 5, 6, 7]","[1, 2, 3, 4, 5, 6, 7]",,,
HW_LO_179,miti,yes,no,yes,craft homework assignments,,craft homework assignments that do just that,[],[],[],,,
HW_LO_179,no-evi,no,no,no,,,,[],[],[],,,
HW_LO_179,no-need-address,no,no,no,,,,[],[],[],,,
HW_LO_179,reverse-c,yes,yes,no,,,,[1],"[1, 2, 3, 4, 5, 6, 7]",[],,,No direct/explicit mention.
HW_LO_179,trans1,no,no,yes,,,preventing them from doing so,[],[],[],,,
HW_LO_179,trans2,yes,yes,yes,take initiative,take initiative,students to study on their own initiative,[],[],[],,,
HW_LO_179,x-pro-z,no,yes,yes,,"traits as resourcefulness, creativity, and imagination",students to study on their own initiative,[],[],[],,,
HW_LO_179,x-sup-z,no,yes,yes,,avoiding the temptation of video games,preventing them from doing so,[],[],[],,,
HW_LO_179,y-pro-opposite-z,no,no,no,,,,[],[],[],,,
HW_LO_179,y-sup-same-z,no,no,no,,,,[],[],[],,,
HW_LO_186,ack-c,yes,yes,yes,,,,[5],"[1, 2, 3, 4, 5, 6, 7]","[1, 2, 3, 4, 5, 6, 7]",,"HW does promote passivity, but it's not a bad thing","Although the CA doesn't explicitly say 'HW promotes passive in character', it mentions that 
all of us have to answer to some kind of authority' which can be in reference to a teacher administering homework."
HW_LO_186,ano-z,no,no,yes,,,role will require us to serve rather than to dominate,[],[],[],,,
HW_LO_186,deny-c,no,no,no,,,,[],[],[],,,
HW_LO_186,miti,no,no,no,,,,[],[],[],,,
HW_LO_186,no-evi,no,no,no,,,,[],[],[],,,
HW_LO_186,no-need-address,yes,yes,yes,,,,[7],"[1, 2, 3, 4, 5, 6, 7]","[1, 2, 3, 4, 5, 6, 7]",,Passivity is not a problem since it's a trait to student's future  ,<Y> is not a problem.
HW_LO_186,reverse-c,no,no,no,,,,[],[],[],,,
HW_LO_186,trans1,no,no,no,,,,[],[],[],,,
HW_LO_186,trans2,no,no,no,,,,[],[],[],,,
HW_LO_186,x-pro-z,no,no,no,,,,[],[],[],,,
HW_LO_186,x-sup-z,no,no,no,,,,[],[],[],,,
HW_LO_186,y-pro-opposite-z,yes,yes,yes,role of service,accept that role of service,role will require us to serve rather than to dominate,[],[],[],,,
HW_LO_186,y-sup-same-z,no,yes,yes,,aggressively assert themselves rather than come to terms with the reality of their role,teaching our kids to rebel against any authority and to aggressively assert themselves rather than come to terms with the reality of their role,[],[],[],,,
HW_LO_200,ack-c,no,no,yes,,,,[],[],[4],,,'homework assignment' is still homework..
HW_LO_200,ano-z,no,yes,yes,,homework assignment,a failure for both the student and the teacher ,[],[],[],,,
HW_LO_200,deny-c,yes,yes,yes,,,,[2],"[1, 2, 3]","[1, 2, 3, 5, 6]",,,
HW_LO_200,miti,yes,no,no,foster independent work by students,,,[],[],[],,,
HW_LO_200,no-evi,no,no,no,,,,[],[],[],,,
HW_LO_200,no-need-address,no,no,no,,,,[],[],[],,,
HW_LO_200,reverse-c,no,yes,no,,,,[],"[1, 2, 3, 4, 5]",[],,,
HW_LO_200,trans1,no,yes,no,,constant guidance by the teacher,,[],[],[],,,
HW_LO_200,trans2,no,yes,yes,,independent work,"encourages students to make choices and find solutions along the way, allowing the work to be done successfully with just basic guidelines to get started",[],[],[],,,
HW_LO_200,x-pro-z,no,yes,yes,,foster independent work,encourages students to make choices and find solutions along the way,[],[],[],,,
HW_LO_200,x-sup-z,no,yes,no,,constant guidance by the teacher,,[],[],[],,,
HW_LO_200,y-pro-opposite-z,no,no,no,,,,[],[],[],,,
HW_LO_200,y-sup-same-z,no,no,no,,,,[],[],[],,,
HW_LO_301,ack-c,no,yes,yes,,,,[],[7],"[3, 4, 5]",,"the number is very few, but there are some",
HW_LO_301,ano-z,yes,no,no,(do not) know the importance of learning,,,[],[],[],,,
HW_LO_301,deny-c,yes,no,no,,,,[4],[],[],,,
HW_LO_301,miti,yes,yes,no,teacher or classmates can stop them,teacher or classmates,,[],[],[],,"""teacher or classmates can stop them"" is a future action",
HW_LO_301,no-evi,no,yes,yes,,,,[],[2],[2],,,I'm assuming 'why' is in relation to evidence here.
HW_LO_301,no-need-address,yes,no,no,,,,[3],[],[],,"Y isn't important, because it can be mitigated by ""teachers and students can stop them"" which is a future action, thus the answer to this question is NO",
HW_LO_301,reverse-c,yes,no,no,,,,[5],[],[],,,
HW_LO_301,trans1,no,no,no,,,,[],[],[],,,
HW_LO_301,trans2,yes,no,no,know the importance of learning,,,[],[],[],,,
HW_LO_301,x-pro-z,no,yes,no,,know the importance of learning,,[],[],[],,"in present situation, they have HW",
HW_LO_301,x-sup-z,no,yes,no,,stop studying at home and also look down classes,,[],[],[],,,
HW_LO_301,y-pro-opposite-z,no,no,yes,,,learn any new ways,[],[],[],,,
HW_LO_301,y-sup-same-z,no,no,no,,,,[],[],[],,,
HW_LO_303,ack-c,yes,yes,yes,,,,[2],"[2, 3]",[3],,"CA doesn't seem to consider ""copying others' HW"" as IWS, but it does consider that IWS could happen when students do HW",
HW_LO_303,ano-z,no,no,no,,,,[],[],[],,,
HW_LO_303,deny-c,no,no,no,,,,[],[],[],,,
HW_LO_303,miti,no,no,no,,,,[],[],[],,,
HW_LO_303,no-evi,no,no,no,,,,[],[],[],,,
HW_LO_303,no-need-address,no,yes,yes,,,,[],"[3, 4, 5, 6, 7, 8]",[3],,"IWS is not a problem that requires any action to address, because students actually can learn something out of it",Makes it seem as though it's not a problem.
HW_LO_303,reverse-c,no,no,no,,,,[],[],[],,,
HW_LO_303,trans1,no,no,no,,,,[],[],[],,,
HW_LO_303,trans2,no,no,no,,,,[],[],[],,,
HW_LO_303,x-pro-z,no,no,yes,,,memory,[],[],[],,,
HW_LO_303,x-sup-z,no,no,no,,,,[],[],[],,,
HW_LO_303,y-pro-opposite-z,yes,yes,yes,memorize proper knowledge,memorize proper knowledge,helpful to memorize proper knowledge,[],[],[],,,
HW_LO_303,y-sup-same-z,no,no,no,,,,[],[],[],,,
HW_LO_305,ack-c,yes,yes,yes,,,,"[1, 2]","[1, 2]",[1],,"""it's not always true"" indicates it's true in some cases",'It's not always true' implies that it sometimes does.
HW_LO_305,ano-z,no,no,no,,,,[],[],[],,,
HW_LO_305,deny-c,no,no,no,,,,[],[],[],,,
HW_LO_305,miti,no,yes,no,,notice such kind of way to study are not beneficial,,[],[],[],notice such kind of way to study are not beneficial,,
HW_LO_305,no-evi,no,no,no,,,,[],[],[],,,
HW_LO_305,no-need-address,yes,yes,yes,,,,"[2, 3, 4, 5]",[5],"[2, 3]",,"CA explicitly mentions the following logic: IWS is not a matter because IWS can be mitigated by being rectified into correct way to study
According to the Hint, rectified into correct way to study is a future action, thus the pattern should be Mitigation, but the CA explicitly mentions the ""because-mitigate-thus-no-problem"" logic, I selected YES for this question as well",'incorrect way' isn't a problem because realizing it's not beneficial is already part of the process.
HW_LO_305,reverse-c,no,no,no,,,,[],[],[],,,
HW_LO_305,trans1,no,no,no,,,,[],[],[],,,
HW_LO_305,trans2,no,no,no,,,,[],[],[],,,
HW_LO_305,x-pro-z,no,no,no,,,,[],[],[],,,
HW_LO_305,x-sup-z,no,no,no,,,,[],[],[],,,
HW_LO_305,y-pro-opposite-z,no,yes,yes,,notice such kind of way to study are not beneficial,rectified into correct way to study.,[],[],[],notice such kind of way to study are not beneficial,,
HW_LO_305,y-sup-same-z,no,yes,no,,incorrect way to study,,[],[],[],,it might sound crazy but I read: IWS promotes noticing that this way of studying is not beneficial which in turn suppresses IWS,
HW_LO_315,ack-c,no,yes,yes,,,,[],[3],"[1, 2, 3]",,,
HW_LO_315,ano-z,no,yes,no,,have to finish their tasks in their cooperation,,[],[],[],,,
HW_LO_315,deny-c,no,no,no,,,,[],[],[],,,
HW_LO_315,miti,yes,yes,yes,find it bad through being scold for such a bad behavior concerned with homework by their teachers and friends,being scold for such a bad behavior,being scold for such a bad behavior concerned with homework by their teachers and friends,[],[],[],,,
HW_LO_315,no-evi,no,no,no,,,,[],[],[],,,
HW_LO_315,no-need-address,no,no,no,,,,[],[],[],,,
HW_LO_315,reverse-c,no,no,yes,,,,[],[],[2],,,
HW_LO_315,trans1,no,no,no,,,,[],[],[],,,
HW_LO_315,trans2,yes,no,yes,find it bad through being scold for such a bad behavior concerned with homework by their teachers and friends,,many opportunities to learn it,[],[],[],,,
HW_LO_315,x-pro-z,no,no,yes,,,many opportunities to learn it,[],[],[],,,
HW_LO_315,x-sup-z,no,no,yes,,,lose such an important opportunity for them,[],[],[],,,
HW_LO_315,y-pro-opposite-z,no,yes,yes,,find it bad,being scold for such a bad behavior,[],[],[],,,
HW_LO_315,y-sup-same-z,no,yes,no,,commit it when they have to finish their tasks in their cooperation,,[],[],[],,"If they do IWS now, they will learn that it's bad so they won't commit it in the future",
HW_LO_317,ack-c,yes,no,no,,,,[2],[],[],,,"Not a problem of homework, but 'characters'"
HW_LO_317,ano-z,no,no,yes,,,These characters,[],[],[],,,
HW_LO_317,deny-c,no,yes,yes,,,,[],[4],"[1, 2, 4]",,,"Not a problem of homework, but 'character'"
HW_LO_317,miti,no,no,no,,,,[],[],[],,,
HW_LO_317,no-evi,no,no,no,,,,[],[],[],,,
HW_LO_317,no-need-address,yes,no,no,,,,[4],[],[],,,
HW_LO_317,reverse-c,no,no,no,,,,[],[],[],,,
HW_LO_317,trans1,no,no,no,,,,[],[],[],,,
HW_LO_317,trans2,no,no,no,,,,[],[],[],,,
HW_LO_317,x-pro-z,no,no,yes,,,get academic skills,[],[],[],,,
HW_LO_317,x-sup-z,no,no,no,,,,[],[],[],,,
HW_LO_317,y-pro-opposite-z,no,no,no,,,,[],[],[],,,
HW_LO_317,y-sup-same-z,no,no,no,,,,[],[],[],,,
HW_LO_323,ack-c,yes,yes,yes,,,,"[2, 3]","[1, 2, 3]","[2, 8]",,there exists someone who copies others' HW,
HW_LO_323,ano-z,no,no,no,,,,[],[],[],,,
HW_LO_323,deny-c,no,yes,no,,,,[],"[4, 5, 6, 7, 8]",[],,HW requiring uniqueness doesn't promote copying others' HW,
HW_LO_323,miti,yes,no,no,"homework is heavy like it takes a lot of time, homework such as requires uniqueness",,,[],[],[],,,
HW_LO_323,no-evi,no,no,no,,,,[],[],[],,,
HW_LO_323,no-need-address,no,yes,yes,,,,[],"[4, 5, 6, 7, 8]","[4, 5, 6, 7]",,"copying others' HW is not a problem that requires any action to be taken, because there are some HW which you cannot copy and students don't always copy HW since it doesn't look nice","Sounds like it's not really a problem because it's time consuming, etc."
HW_LO_323,reverse-c,no,no,no,,,,[],[],[],,,
HW_LO_323,trans1,no,no,no,,,,[],[],[],,,"Wanted to say 'copy', but 'copy' is already included in <Y>"
HW_LO_323,trans2,no,no,no,,,,[],[],[],,,
HW_LO_323,x-pro-z,no,yes,yes,,learning,helps our learning,[],[],[],,,
HW_LO_323,x-sup-z,no,no,yes,,,copy,[],[],[],,,
HW_LO_323,y-pro-opposite-z,no,no,yes,,,helps our learning,[],[],[],,,
HW_LO_323,y-sup-same-z,no,no,no,,,,[],[],[],,,
HW_LO_335,ack-c,yes,yes,yes,,,,[2],[2],[2],,,
HW_LO_335,ano-z,no,no,no,,,,[],[],[],,,
HW_LO_335,deny-c,no,no,no,,,,[],[],[],,,
HW_LO_335,miti,yes,no,yes,reform the homework by referring other schools and research,,should reform the homework by referring other schools and research,[],[],[],,,
HW_LO_335,no-evi,no,no,no,,,,[],[],[],,,
HW_LO_335,no-need-address,yes,no,no,,,,"[2, 3, 4, 5]",[],[],,,
HW_LO_335,reverse-c,no,no,no,,,,[],[],[],,,
HW_LO_335,trans1,no,no,no,,,,[],[],[],,,
HW_LO_335,trans2,no,no,no,,,,[],[],[],,,
HW_LO_335,x-pro-z,no,yes,yes,,acquire knowledge and skills,people acquire knowledge and skills,[],[],[],,,
HW_LO_335,x-sup-z,no,no,no,,,,[],[],[],,,
HW_LO_335,y-pro-opposite-z,no,no,no,,,,[],[],[],,,
HW_LO_335,y-sup-same-z,no,no,no,,,,[],[],[],,,
HW_LO_342,ack-c,no,yes,yes,,,,[],"[1, 2]",[1],,it implies that there are some students who do homework in incorrect ways,'even if it's true'
HW_LO_342,ano-z,no,no,no,,,,[],[],[],,,
HW_LO_342,deny-c,no,no,no,,,,[],[],[],,,
HW_LO_342,miti,no,no,no,,,,[],[],[],,,
HW_LO_342,no-evi,no,no,no,,,,[],[],[],,,
HW_LO_342,no-need-address,yes,yes,no,,,,[2],"[1, 2]",[],,"It's a hypothetical situation but if the number of students who do HW incorrectly is small, then it's rather not a problem",
HW_LO_342,reverse-c,no,no,no,,,,[],[],[],,,
HW_LO_342,trans1,no,no,no,,,,[],[],[],,,
HW_LO_342,trans2,no,no,no,,,,[],[],[],,,
HW_LO_342,x-pro-z,no,no,no,,,,[],[],[],,,
HW_LO_342,x-sup-z,no,no,no,,,,[],[],[],,"CA only mentions ""rather harmful as a whole"" without mentioning the actual Z",
HW_LO_342,y-pro-opposite-z,no,no,no,,,,[],[],[],,,
HW_LO_342,y-sup-same-z,no,no,no,,,,[],[],[],,,
HW_LO_344,ack-c,no,no,no,,,,[],[],[],Not mentioned,,
HW_LO_344,ano-z,no,no,no,,,,[],[],[],,,
HW_LO_344,deny-c,no,yes,yes,,,,[],"[0, 1]",[1],,,
HW_LO_344,miti,no,no,no,,,,[],[],[],,,
HW_LO_344,no-evi,no,no,no,,,,[],[],[],,,
HW_LO_344,no-need-address,no,no,no,,,,[],[],[],,,
HW_LO_344,reverse-c,no,yes,no,,,,[],"[1, 2, 3, 4]",[],,"Although IA refers to IWS as copying others' HW and doing HW in classes, the top-level logic of IA is about ""incorrect ways of studying"", thus even though CA doesn't mention the two specific instances (copy others' HW...), it does attack the top-level logic of IWS",
HW_LO_344,trans1,no,no,no,,,,[],[],[],,,
